corridor,state,slope_angle_deg,elevation_m,geology,rainfall_24h_mm,rainfall_72h_accum_mm,soil_saturation_pct,road_curvature_index,drainage_capacity_score,vegetation_loss_index,historical_landslides,heavy_truck_intensity,disruption_prob,disruption_occurred,hazard_type,clearance_time_hours
NH-27,Assam,11.21,50.0,Limestone Karst,19.65,43.73,18.9,4.7,5.0,0.436,2,1769,0.0369,0,None,0.0
NH-10,Sikkim,42.81,804.3,Alluvial Silt,135.43,386.03,73.6,3.4,5.3,0.289,2,1518,0.99,1,Major Landslide / Rockfall,21.4
NH-208,Tripura,19.43,175.6,Fractured Shale,18.7,61.47,34.6,8.4,6.9,0.18,1,1752,0.01,0,None,0.0
NH-715,Assam,8.0,115.4,Gneiss-Schist,86.43,290.66,76.3,8.9,4.0,0.139,0,1258,0.7436,0,None,0.0
NH-6,Meghalaya,50.54,1690.4,Fractured Shale,13.24,69.46,6.6,8.2,3.6,0.661,5,1007,0.9352,1,Road Subsidence & Edge Collapse,8.4
NH-29,Nagaland,41.33,1757.2,Gneiss-Schist,4.85,23.14,9.8,8.9,4.9,0.127,4,1635,0.2114,1,Road Subsidence & Edge Collapse,33.6
NH-29,Nagaland,41.05,1665.5,Fractured Shale,1.24,30.75,33.0,6.6,4.2,0.458,5,1009,0.494,0,None,0.0
NH-29,Nagaland,35.72,1618.3,Fractured Shale,8.84,32.77,16.4,5.4,4.3,0.35,5,1712,0.2171,0,None,0.0
NH-27,Assam,12.16,58.0,Limestone Karst,65.58,229.19,57.6,2.0,3.4,0.624,0,1557,0.5896,1,Tree Fall & Rock Obstruction,6.4
NH-10,Sikkim,54.02,1382.9,Fractured Shale,0.63,7.31,11.9,4.3,6.8,0.133,10,1230,0.8631,1,Road Subsidence & Edge Collapse,14.3
NH-29,Nagaland,48.73,1166.3,Sandstone-Siltstone,92.22,211.88,42.0,5.9,8.6,0.198,4,1727,0.99,1,Major Landslide / Rockfall,26.6
NH-208,Tripura,23.55,50.0,Fractured Shale,42.22,170.19,44.7,7.1,1.0,0.664,0,1660,0.6969,0,None,0.0
NH-29,Nagaland,45.55,1848.6,Gneiss-Schist,44.97,142.31,22.9,5.4,4.2,0.268,4,1163,0.9422,1,Road Subsidence & Edge Collapse,17.6
NH-102,Manipur,29.67,1152.2,Fractured Shale,110.8,372.98,76.3,5.9,7.4,0.411,1,1311,0.99,1,Mudslide & Debris Flow,6.3
NH-715,Assam,8.0,56.9,Fractured Shale,4.5,20.75,28.1,3.7,5.5,0.459,1,1449,0.01,0,None,0.0
NH-6,Meghalaya,36.69,1722.4,Fractured Shale,2.11,35.8,20.3,9.0,4.5,0.606,6,1899,0.3993,0,None,0.0
NH-715,Assam,13.47,50.0,Fractured Shale,5.3,19.88,12.3,6.0,8.8,0.153,0,1197,0.01,0,None,0.0
NH-102,Manipur,38.82,738.4,Alluvial Silt,14.8,70.31,18.4,5.2,3.6,0.628,2,961,0.4794,0,None,0.0
NH-102,Manipur,34.01,696.8,Alluvial Silt,22.74,82.54,33.7,3.3,6.5,0.489,1,1133,0.3021,0,None,0.0
NH-6,Meghalaya,48.48,1570.3,Alluvial Silt,142.62,480.1,99.0,9.1,6.2,0.691,5,216,0.99,1,Major Landslide / Rockfall,40.7
NH-208,Tripura,25.78,50.0,Fractured Shale,7.72,52.37,31.1,2.0,2.3,0.357,1,1486,0.0358,0,None,0.0
NH-10,Sikkim,42.03,969.9,Fractured Shale,2.15,7.29,16.1,6.5,4.4,0.691,5,1480,0.4183,0,None,0.0
NH-102,Manipur,20.33,1036.9,Gneiss-Schist,96.99,279.32,64.1,4.8,5.2,0.47,0,1100,0.9468,0,None,0.0
NH-10,Sikkim,54.01,838.8,Limestone Karst,67.18,216.63,50.5,5.9,7.7,0.094,1,951,0.9649,1,Major Landslide / Rockfall,5.2
NH-102,Manipur,40.84,751.9,Gneiss-Schist,97.63,232.29,38.2,5.8,8.9,0.213,3,1930,0.9858,1,Major Landslide / Rockfall,7.4
NH-13,Arunachal Pradesh,41.12,1536.5,Fractured Shale,148.44,314.53,64.3,7.0,4.4,0.242,0,517,0.99,1,Major Landslide / Rockfall,8.1
NH-6,Meghalaya,47.81,1581.7,Alluvial Silt,32.99,94.98,23.6,6.0,6.2,0.367,4,1088,0.8315,1,Road Subsidence & Edge Collapse,20.4
NH-102,Manipur,34.48,743.6,Fractured Shale,7.49,21.56,12.0,6.7,6.7,0.435,1,906,0.0245,0,None,0.0
NH-13,Arunachal Pradesh,51.04,1870.2,Alluvial Silt,47.31,158.84,49.4,5.3,6.0,0.208,6,951,0.9801,1,Road Subsidence & Edge Collapse,18.1
NH-715,Assam,25.5,50.0,Limestone Karst,3.84,45.91,24.6,5.4,3.4,0.229,1,823,0.0871,0,None,0.0
NH-27,Assam,20.74,50.0,Limestone Karst,12.35,41.65,13.5,7.7,5.1,0.44,0,648,0.0468,0,None,0.0
NH-13,Arunachal Pradesh,54.23,1726.0,Fractured Shale,129.73,301.14,77.9,6.6,6.8,0.27,0,376,0.99,1,Major Landslide / Rockfall,18.1
NH-29,Nagaland,45.08,2082.7,Sandstone-Siltstone,0.08,29.07,38.1,7.9,3.6,0.34,2,905,0.4071,0,None,0.0
NH-102,Manipur,36.01,234.6,Sandstone-Siltstone,2.33,39.85,28.5,4.4,2.5,0.286,1,2238,0.1377,0,None,0.0
NH-13,Arunachal Pradesh,47.4,2064.8,Fractured Shale,49.97,143.39,66.5,5.8,1.9,0.61,6,844,0.99,1,Road Subsidence & Edge Collapse,47.4
NH-10,Sikkim,44.64,1232.1,Sandstone-Siltstone,11.99,46.59,23.8,4.6,5.5,0.396,4,1692,0.5672,1,Road Subsidence & Edge Collapse,21.9
NH-27,Assam,8.0,50.0,Gneiss-Schist,1.56,17.44,34.9,5.8,1.1,0.055,1,1698,0.01,0,None,0.0
NH-208,Tripura,15.84,183.6,Fractured Shale,79.62,186.12,55.3,4.1,3.2,0.543,1,1820,0.7708,0,None,0.0
NH-102,Manipur,29.62,710.1,Fractured Shale,109.21,350.61,94.1,4.6,1.6,0.278,1,1307,0.99,1,Mudslide & Debris Flow,6.2
NH-29,Nagaland,37.87,1959.0,Fractured Shale,6.83,38.8,17.1,7.6,2.7,0.575,5,1687,0.4798,0,None,0.0
NH-208,Tripura,18.89,50.0,Limestone Karst,1.33,20.7,15.1,4.1,4.0,0.58,0,1558,0.0336,0,None,0.0
NH-13,Arunachal Pradesh,47.89,1494.6,Alluvial Silt,77.06,158.73,49.5,6.4,1.8,0.427,3,968,0.9887,1,Major Landslide / Rockfall,14.0
NH-208,Tripura,21.26,50.0,Gneiss-Schist,110.14,261.78,52.1,8.5,4.2,0.328,1,881,0.9588,1,Tree Fall & Rock Obstruction,0.4
NH-208,Tripura,8.0,235.9,Fractured Shale,38.87,102.53,18.4,4.2,2.6,0.299,1,1519,0.01,0,None,0.0
NH-27,Assam,11.26,50.0,Gneiss-Schist,95.55,194.35,30.1,7.7,4.9,0.738,1,1090,0.6043,0,None,0.0
NH-715,Assam,15.86,320.6,Fractured Shale,64.9,235.65,55.9,4.4,3.3,0.65,0,1226,0.8072,1,Tree Fall & Rock Obstruction,5.3
NH-208,Tripura,15.98,270.5,Gneiss-Schist,84.06,212.09,66.5,5.5,7.3,0.52,1,1021,0.7265,1,Tree Fall & Rock Obstruction,2.5
NH-208,Tripura,16.88,50.0,Gneiss-Schist,97.87,254.9,65.3,8.0,5.9,0.775,1,1321,0.9373,0,None,0.0
NH-102,Manipur,21.7,803.3,Alluvial Silt,10.64,36.14,11.6,3.8,2.7,0.23,0,852,0.0285,0,None,0.0
NH-715,Assam,17.32,50.0,Fractured Shale,300.66,650.0,99.0,10.0,6.7,0.377,0,1420,0.99,1,Flash Flood & Highway Waterlogging,11.8
NH-27,Assam,16.21,645.3,Fractured Shale,14.49,64.01,24.9,5.8,2.1,0.373,0,1427,0.01,0,None,0.0
NH-29,Nagaland,45.21,1707.2,Alluvial Silt,151.69,369.48,62.8,10.0,6.6,0.335,6,1041,0.99,1,Major Landslide / Rockfall,10.5
NH-13,Arunachal Pradesh,56.75,2767.5,Alluvial Silt,55.42,155.5,45.3,9.4,9.1,0.556,3,1807,0.9807,1,Tree Fall & Rock Obstruction,2.1
NH-27,Assam,13.31,332.2,Sandstone-Siltstone,2.0,11.24,15.6,6.7,5.9,0.409,2,775,0.01,0,None,0.0
NH-27,Assam,15.11,60.9,Fractured Shale,82.71,188.71,52.1,3.3,2.5,0.158,2,852,0.7239,1,Tree Fall & Rock Obstruction,3.2
NH-6,Meghalaya,39.01,1094.2,Sandstone-Siltstone,23.18,72.88,24.3,7.4,4.6,0.48,3,1680,0.5654,1,Tree Fall & Rock Obstruction,3.3
NH-27,Assam,16.47,140.5,Sandstone-Siltstone,74.31,241.45,53.2,3.9,4.2,0.39,2,641,0.8393,0,None,0.0
NH-715,Assam,8.0,76.7,Alluvial Silt,1.38,15.88,5.0,6.0,3.5,0.235,2,971,0.01,0,None,0.0
NH-6,Meghalaya,32.19,1371.9,Gneiss-Schist,6.45,40.51,31.5,6.0,4.6,0.765,1,1615,0.1623,1,Tree Fall & Rock Obstruction,3.5
NH-13,Arunachal Pradesh,60.31,2137.3,Fractured Shale,4.53,30.55,21.0,5.8,4.8,0.506,4,1349,0.9396,1,Road Subsidence & Edge Collapse,28.0
NH-208,Tripura,8.0,50.0,Gneiss-Schist,5.64,35.27,27.5,5.7,6.5,0.533,0,1214,0.01,0,None,0.0
NH-102,Manipur,31.09,1328.3,Fractured Shale,24.42,64.57,14.9,4.9,6.3,0.425,2,1478,0.094,0,None,0.0
NH-102,Manipur,39.62,934.9,Fractured Shale,2.47,5.56,24.5,4.5,6.8,0.358,3,965,0.0828,0,None,0.0
NH-13,Arunachal Pradesh,49.39,1775.7,Sandstone-Siltstone,5.78,49.84,29.4,4.9,2.0,0.177,0,1186,0.5053,1,Tree Fall & Rock Obstruction,2.9
NH-13,Arunachal Pradesh,47.37,2344.5,Fractured Shale,1.28,13.98,12.0,8.1,2.4,0.405,4,1232,0.5308,1,Road Subsidence & Edge Collapse,6.8
NH-715,Assam,15.84,50.0,Alluvial Silt,29.26,89.61,43.9,3.3,7.5,0.528,0,1478,0.0574,0,None,0.0
NH-10,Sikkim,42.7,1368.6,Sandstone-Siltstone,4.6,14.8,7.1,4.7,4.5,0.589,4,971,0.3468,1,Road Subsidence & Edge Collapse,23.6
NH-208,Tripura,18.2,384.5,Sandstone-Siltstone,28.78,96.77,41.8,10.0,5.5,0.435,1,1667,0.0671,0,None,0.0
NH-13,Arunachal Pradesh,45.56,2505.9,Sandstone-Siltstone,0.8,30.21,25.0,5.6,5.4,0.267,4,1337,0.4024,1,Road Subsidence & Edge Collapse,19.2
NH-27,Assam,19.21,50.0,Limestone Karst,38.47,140.03,39.0,7.4,3.7,0.353,2,1012,0.3335,1,Tree Fall & Rock Obstruction,2.1
NH-715,Assam,24.25,50.0,Alluvial Silt,58.59,179.05,53.8,4.4,4.8,0.493,1,958,0.6905,1,Tree Fall & Rock Obstruction,0.7
NH-102,Manipur,31.13,762.3,Alluvial Silt,41.58,155.32,51.9,3.5,3.8,0.097,1,1038,0.615,0,None,0.0
NH-29,Nagaland,32.99,1283.2,Sandstone-Siltstone,25.3,80.15,34.0,6.8,1.4,0.053,1,1130,0.2881,0,None,0.0
NH-715,Assam,11.6,89.8,Fractured Shale,114.08,319.55,82.2,5.3,3.8,0.484,1,854,0.99,1,Flash Flood & Highway Waterlogging,7.4
NH-102,Manipur,30.8,887.2,Sandstone-Siltstone,0.96,3.53,5.0,8.2,6.6,0.479,0,1936,0.0116,0,None,0.0
NH-6,Meghalaya,41.29,1152.4,Sandstone-Siltstone,16.73,53.7,22.4,4.8,4.2,0.514,4,700,0.6116,0,None,0.0
NH-715,Assam,8.45,50.0,Fractured Shale,3.97,26.39,17.6,6.0,6.1,0.481,1,1130,0.01,0,None,0.0
NH-102,Manipur,27.0,917.4,Fractured Shale,0.59,3.38,6.7,8.9,5.0,0.232,0,1234,0.01,0,None,0.0
NH-10,Sikkim,48.32,1069.7,Sandstone-Siltstone,1.86,17.66,25.0,7.5,7.2,0.11,3,1450,0.2652,1,Tree Fall & Rock Obstruction,1.7
NH-715,Assam,21.1,50.0,Gneiss-Schist,95.06,325.71,72.5,5.9,7.6,0.726,1,906,0.9823,1,Tree Fall & Rock Obstruction,2.2
NH-715,Assam,10.96,344.2,Gneiss-Schist,104.31,254.44,55.1,6.6,5.4,0.229,1,1828,0.7712,1,Flash Flood & Highway Waterlogging,10.6
NH-208,Tripura,9.33,651.6,Gneiss-Schist,5.04,30.07,21.7,7.7,6.5,0.262,0,1206,0.01,0,None,0.0
NH-13,Arunachal Pradesh,68.0,2488.8,Sandstone-Siltstone,23.24,76.53,42.4,5.7,4.2,0.05,5,1303,0.99,1,Road Subsidence & Edge Collapse,12.8
NH-208,Tripura,23.09,50.0,Fractured Shale,13.27,25.25,39.7,2.7,1.6,0.569,1,631,0.0361,0,None,0.0
NH-715,Assam,13.26,79.9,Sandstone-Siltstone,6.06,47.19,36.9,2.7,1.0,0.49,1,803,0.0164,0,None,0.0
NH-13,Arunachal Pradesh,55.65,2662.1,Limestone Karst,86.82,296.52,58.9,6.0,5.0,0.313,2,525,0.99,1,Major Landslide / Rockfall,15.5
NH-102,Manipur,31.19,597.9,Fractured Shale,147.47,340.47,67.3,5.5,2.1,0.199,4,1546,0.99,1,Road Subsidence & Edge Collapse,18.5
NH-29,Nagaland,47.64,1734.8,Sandstone-Siltstone,0.47,13.0,16.2,8.0,8.5,0.422,3,1186,0.2354,1,Tree Fall & Rock Obstruction,0.2
NH-29,Nagaland,43.04,1065.6,Fractured Shale,10.52,38.12,25.7,8.7,3.1,0.163,2,819,0.3197,0,None,0.0
NH-715,Assam,15.59,600.2,Fractured Shale,20.62,93.6,39.6,7.2,5.4,0.603,1,1747,0.0231,0,None,0.0
NH-10,Sikkim,44.26,1070.9,Sandstone-Siltstone,1.04,19.09,20.4,7.3,4.5,0.191,6,975,0.4513,1,Road Subsidence & Edge Collapse,18.2
NH-6,Meghalaya,28.59,2068.7,Gneiss-Schist,125.9,345.49,77.4,9.2,1.8,0.547,0,2110,0.99,1,Mudslide & Debris Flow,4.8
NH-102,Manipur,44.6,1468.4,Sandstone-Siltstone,146.83,311.18,77.0,2.2,3.5,0.214,4,1069,0.99,1,Major Landslide / Rockfall,23.7
NH-13,Arunachal Pradesh,43.88,2168.1,Fractured Shale,208.62,650.0,99.0,3.0,5.0,0.651,3,1347,0.99,1,Major Landslide / Rockfall,13.1
NH-715,Assam,8.0,50.0,Sandstone-Siltstone,107.4,253.55,66.9,3.8,5.1,0.467,0,1424,0.7966,1,Flash Flood & Highway Waterlogging,8.1
NH-102,Manipur,30.62,1008.4,Fractured Shale,3.24,40.78,21.2,3.4,4.2,0.06,1,672,0.0168,0,None,0.0
NH-715,Assam,8.75,50.0,Fractured Shale,9.71,51.82,32.2,5.7,5.8,0.388,2,412,0.01,0,None,0.0
NH-10,Sikkim,44.66,1079.5,Fractured Shale,91.21,244.38,40.4,6.5,2.5,0.814,2,619,0.99,1,Major Landslide / Rockfall,14.0
NH-27,Assam,16.47,50.0,Alluvial Silt,11.03,21.81,16.0,6.5,4.2,0.667,2,1127,0.0315,0,None,0.0
NH-27,Assam,18.47,50.0,Fractured Shale,2.46,22.38,20.0,7.0,8.7,0.804,0,1354,0.01,0,None,0.0
NH-10,Sikkim,50.3,866.9,Fractured Shale,7.17,45.75,36.8,6.6,2.7,0.62,3,1089,0.8922,1,Tree Fall & Rock Obstruction,3.0
NH-13,Arunachal Pradesh,48.01,2365.5,Sandstone-Siltstone,4.54,35.57,31.5,5.7,7.7,0.05,3,1558,0.3237,0,None,0.0
NH-208,Tripura,18.32,417.3,Gneiss-Schist,2.85,35.15,16.2,4.9,3.2,0.509,0,862,0.0124,0,None,0.0
NH-10,Sikkim,47.65,1422.2,Gneiss-Schist,2.67,12.45,26.9,3.2,2.7,0.498,7,1276,0.7958,1,Road Subsidence & Edge Collapse,18.4
NH-715,Assam,8.0,197.7,Gneiss-Schist,87.2,235.57,65.1,5.8,5.2,0.274,0,1178,0.5116,0,None,0.0
NH-13,Arunachal Pradesh,53.71,1944.1,Gneiss-Schist,2.97,36.01,27.1,7.1,6.8,0.479,6,1155,0.8235,0,None,0.0
NH-29,Nagaland,32.53,1561.6,Fractured Shale,149.67,451.74,89.8,8.2,3.4,0.42,1,1487,0.99,1,Mudslide & Debris Flow,14.1
NH-10,Sikkim,58.26,1437.8,Alluvial Silt,121.1,393.1,91.7,4.4,1.0,0.213,2,669,0.99,1,Major Landslide / Rockfall,19.3
NH-13,Arunachal Pradesh,47.37,2024.1,Sandstone-Siltstone,77.06,197.71,59.6,10.0,7.8,0.209,3,1256,0.99,0,None,0.0
NH-10,Sikkim,43.8,1235.7,Fractured Shale,111.06,313.06,76.5,7.8,3.4,0.25,6,1110,0.99,1,Major Landslide / Rockfall,11.1
NH-10,Sikkim,40.0,1156.4,Gneiss-Schist,18.67,54.55,18.2,7.4,2.3,0.297,2,908,0.4213,0,None,0.0
NH-208,Tripura,13.91,618.7,Gneiss-Schist,8.68,30.13,26.8,6.4,5.6,0.5,1,1445,0.01,0,None,0.0
NH-208,Tripura,32.78,375.5,Fractured Shale,55.72,129.54,50.1,1.0,3.7,0.166,1,1036,0.7617,1,Tree Fall & Rock Obstruction,9.2
NH-715,Assam,21.11,277.7,Limestone Karst,29.03,81.48,33.5,6.8,5.5,0.644,1,1266,0.1775,0,None,0.0
NH-13,Arunachal Pradesh,39.93,1685.0,Sandstone-Siltstone,3.51,24.13,27.6,5.5,3.0,0.269,4,1361,0.3286,1,Road Subsidence & Edge Collapse,4.5
NH-13,Arunachal Pradesh,59.78,2251.9,Sandstone-Siltstone,60.13,172.18,63.5,8.5,3.5,0.927,1,746,0.99,1,Major Landslide / Rockfall,16.8
NH-6,Meghalaya,45.76,1353.5,Sandstone-Siltstone,13.95,64.9,35.5,5.9,2.7,0.837,3,817,0.8746,1,Tree Fall & Rock Obstruction,2.0
NH-10,Sikkim,43.17,1150.9,Fractured Shale,4.77,17.94,10.9,8.4,2.9,0.509,4,1227,0.4212,1,Road Subsidence & Edge Collapse,23.2
NH-27,Assam,13.99,50.0,Limestone Karst,163.08,430.6,92.9,4.6,4.6,0.529,1,939,0.99,1,Flash Flood & Highway Waterlogging,8.8
NH-10,Sikkim,44.9,873.7,Gneiss-Schist,10.84,60.3,22.4,5.3,8.9,0.253,3,1703,0.3484,0,None,0.0
NH-10,Sikkim,57.82,1179.6,Sandstone-Siltstone,83.8,247.77,60.8,5.3,5.3,0.162,7,1698,0.99,1,Major Landslide / Rockfall,21.1
NH-13,Arunachal Pradesh,44.82,2534.3,Gneiss-Schist,29.89,121.65,53.7,7.0,4.2,0.295,7,1712,0.9678,1,Road Subsidence & Edge Collapse,11.2
NH-10,Sikkim,45.95,1022.8,Alluvial Silt,2.15,38.02,17.5,7.9,4.7,0.318,5,1459,0.538,1,Road Subsidence & Edge Collapse,6.6
NH-102,Manipur,29.22,830.0,Gneiss-Schist,11.34,63.79,13.7,5.7,1.7,0.772,1,1882,0.1964,0,None,0.0
NH-10,Sikkim,35.69,1734.3,Fractured Shale,1.31,10.58,15.6,7.7,8.6,0.664,3,1940,0.0431,0,None,0.0
NH-102,Manipur,46.25,861.0,Gneiss-Schist,73.38,155.99,33.9,6.5,7.6,0.374,6,1766,0.9865,1,Major Landslide / Rockfall,17.0
NH-208,Tripura,10.32,81.4,Sandstone-Siltstone,2.32,38.21,20.3,3.1,7.2,0.501,0,259,0.01,0,None,0.0
NH-27,Assam,13.43,50.0,Limestone Karst,121.53,268.17,61.2,7.8,6.2,0.807,1,1931,0.9042,1,Flash Flood & Highway Waterlogging,1.2
NH-715,Assam,8.0,50.0,Gneiss-Schist,3.68,43.19,28.9,3.3,7.8,0.24,1,1873,0.01,0,None,0.0
NH-13,Arunachal Pradesh,47.41,2371.5,Fractured Shale,60.29,130.73,28.8,2.1,6.0,0.623,8,244,0.99,1,Major Landslide / Rockfall,35.0
NH-10,Sikkim,47.74,1004.1,Fractured Shale,5.91,14.08,27.8,4.8,6.1,0.208,4,1608,0.4059,1,Road Subsidence & Edge Collapse,17.2
NH-102,Manipur,26.64,941.0,Sandstone-Siltstone,8.92,43.26,11.0,3.7,3.9,0.579,1,815,0.0443,0,None,0.0
NH-102,Manipur,35.81,1083.3,Gneiss-Schist,1.98,17.06,6.6,6.8,6.0,0.655,5,1151,0.1934,0,None,0.0
NH-208,Tripura,16.25,702.8,Fractured Shale,23.34,97.75,29.9,7.1,8.6,0.412,0,1088,0.01,0,None,0.0
NH-102,Manipur,39.54,554.7,Gneiss-Schist,3.51,47.9,31.6,7.4,8.6,0.053,3,909,0.1432,0,None,0.0
NH-715,Assam,23.85,354.5,Alluvial Silt,0.84,27.72,5.0,5.7,3.0,0.242,1,1869,0.0279,0,None,0.0
NH-29,Nagaland,38.19,1760.6,Fractured Shale,71.09,203.78,53.7,4.7,2.0,0.382,3,1344,0.99,1,Major Landslide / Rockfall,18.8
NH-6,Meghalaya,38.5,1208.5,Gneiss-Schist,66.03,136.79,39.1,4.8,5.3,0.078,0,839,0.7634,1,Major Landslide / Rockfall,13.8
NH-715,Assam,16.19,274.9,Fractured Shale,0.92,33.28,15.0,5.8,3.8,0.223,2,948,0.01,0,None,0.0
NH-27,Assam,16.03,573.0,Fractured Shale,195.81,467.93,92.2,6.5,5.0,0.395,0,1265,0.99,1,Flash Flood & Highway Waterlogging,6.2
NH-715,Assam,15.09,50.0,Fractured Shale,2.99,46.92,20.1,8.1,4.3,0.426,0,691,0.01,0,None,0.0
NH-208,Tripura,19.24,192.4,Gneiss-Schist,183.53,389.23,96.8,2.9,3.8,0.309,1,1419,0.99,1,Flash Flood & Highway Waterlogging,4.7
NH-208,Tripura,16.42,241.4,Limestone Karst,164.46,368.45,99.0,7.6,8.2,0.445,0,1736,0.9861,1,Flash Flood & Highway Waterlogging,10.8
NH-715,Assam,15.75,255.3,Gneiss-Schist,7.11,39.49,16.9,6.5,4.2,0.434,0,1533,0.01,0,None,0.0
NH-10,Sikkim,53.44,1430.8,Fractured Shale,115.46,348.37,75.2,10.0,5.1,0.294,1,497,0.99,1,Major Landslide / Rockfall,7.1
NH-29,Nagaland,46.2,1549.9,Fractured Shale,2.35,7.73,14.7,6.4,1.6,0.333,0,2122,0.182,0,None,0.0
NH-10,Sikkim,49.56,1354.0,Gneiss-Schist,255.63,650.0,99.0,9.1,10.0,0.527,4,1560,0.99,1,Major Landslide / Rockfall,24.6
NH-10,Sikkim,49.7,926.6,Fractured Shale,2.9,36.13,38.1,6.1,1.5,0.296,3,1763,0.7917,0,None,0.0
NH-715,Assam,14.0,144.2,Gneiss-Schist,66.33,128.05,33.4,6.7,4.6,0.146,2,2002,0.1774,0,None,0.0
NH-13,Arunachal Pradesh,52.07,2057.1,Fractured Shale,9.13,43.84,27.0,6.4,7.0,0.487,2,980,0.6602,0,None,0.0
NH-13,Arunachal Pradesh,42.95,1831.1,Fractured Shale,14.43,75.01,27.9,6.1,3.2,0.77,2,1989,0.7818,1,Tree Fall & Rock Obstruction,0.9
NH-13,Arunachal Pradesh,58.25,2047.3,Fractured Shale,78.59,230.17,42.0,6.4,4.7,0.369,4,2160,0.99,1,Major Landslide / Rockfall,21.4
NH-29,Nagaland,23.91,1580.8,Gneiss-Schist,133.41,346.64,86.8,8.0,8.4,0.452,1,1098,0.99,1,Tree Fall & Rock Obstruction,0.1
NH-10,Sikkim,44.43,1330.7,Fractured Shale,7.3,46.92,30.0,8.5,4.8,0.513,6,1662,0.799,1,Road Subsidence & Edge Collapse,12.1
NH-6,Meghalaya,45.42,1019.5,Fractured Shale,11.87,48.28,35.2,6.8,6.6,0.763,4,1245,0.7759,1,Road Subsidence & Edge Collapse,14.1
NH-27,Assam,8.0,50.0,Sandstone-Siltstone,9.45,28.13,8.8,7.7,2.2,0.446,1,816,0.01,0,None,0.0
NH-13,Arunachal Pradesh,52.6,2417.4,Sandstone-Siltstone,17.19,56.81,29.3,5.0,6.1,0.522,4,1221,0.8762,1,Road Subsidence & Edge Collapse,21.7
NH-13,Arunachal Pradesh,45.58,2352.4,Limestone Karst,0.49,22.24,27.8,8.2,10.0,0.669,3,1424,0.3449,0,None,0.0
NH-208,Tripura,15.6,386.1,Fractured Shale,114.12,231.76,60.8,6.1,8.0,0.491,3,1321,0.9598,1,Flash Flood & Highway Waterlogging,1.9
NH-10,Sikkim,51.15,1610.3,Fractured Shale,16.97,76.29,34.8,8.2,7.9,0.183,1,1117,0.6223,1,Tree Fall & Rock Obstruction,2.0
NH-10,Sikkim,46.29,1361.4,Sandstone-Siltstone,0.35,5.59,29.8,7.8,7.5,0.374,2,1323,0.1984,0,None,0.0
NH-29,Nagaland,28.78,1375.6,Fractured Shale,71.76,198.69,39.2,4.2,5.1,0.503,0,1336,0.8946,1,Tree Fall & Rock Obstruction,1.8
NH-29,Nagaland,35.65,1534.5,Sandstone-Siltstone,44.56,123.93,46.5,5.6,2.1,0.537,3,803,0.9097,1,Tree Fall & Rock Obstruction,1.1
NH-13,Arunachal Pradesh,56.34,2698.0,Fractured Shale,57.68,140.27,39.7,6.5,2.7,0.158,2,747,0.99,1,Tree Fall & Rock Obstruction,1.5
NH-10,Sikkim,47.92,2029.3,Alluvial Silt,3.0,18.91,5.0,2.9,4.8,0.113,5,856,0.4183,1,Road Subsidence & Edge Collapse,34.4
NH-6,Meghalaya,49.36,1538.9,Fractured Shale,65.52,181.8,24.8,3.0,6.3,0.711,3,1224,0.99,1,Major Landslide / Rockfall,17.0
NH-27,Assam,22.94,240.7,Gneiss-Schist,12.11,33.5,14.9,6.7,3.8,0.463,1,660,0.0312,0,None,0.0
NH-715,Assam,12.78,312.7,Alluvial Silt,4.55,24.94,30.3,4.6,7.3,0.113,0,1587,0.01,0,None,0.0
NH-10,Sikkim,61.27,1207.1,Alluvial Silt,11.45,53.3,25.5,4.4,5.2,0.456,5,1037,0.929,1,Road Subsidence & Edge Collapse,14.9
NH-208,Tripura,18.16,469.2,Sandstone-Siltstone,3.15,11.04,15.8,8.1,5.4,0.232,1,1401,0.01,0,None,0.0
NH-715,Assam,8.74,397.4,Limestone Karst,13.66,66.33,32.6,10.0,6.2,0.274,1,826,0.0239,0,None,0.0
NH-10,Sikkim,40.88,1306.3,Gneiss-Schist,3.58,35.19,22.8,6.3,2.5,0.07,4,1986,0.3408,1,Road Subsidence & Edge Collapse,19.2
NH-102,Manipur,17.33,854.6,Fractured Shale,47.2,149.26,34.2,8.1,3.0,0.101,0,739,0.0972,0,None,0.0
NH-29,Nagaland,52.45,1043.8,Alluvial Silt,22.16,79.62,39.2,8.6,4.1,0.285,7,964,0.9442,1,Road Subsidence & Edge Collapse,16.9
NH-208,Tripura,28.37,339.7,Sandstone-Siltstone,1.28,13.92,5.0,2.8,4.8,0.15,1,1021,0.0109,0,None,0.0
NH-27,Assam,8.0,143.9,Fractured Shale,75.24,198.86,63.6,6.7,4.6,0.271,1,897,0.3386,1,Tree Fall & Rock Obstruction,4.1
NH-13,Arunachal Pradesh,48.52,1978.7,Gneiss-Schist,13.45,35.68,5.2,8.7,5.3,0.338,3,1715,0.4896,1,Tree Fall & Rock Obstruction,0.6
NH-208,Tripura,18.62,50.0,Gneiss-Schist,112.27,241.44,54.4,8.2,5.8,0.397,1,1081,0.9198,0,None,0.0
NH-10,Sikkim,38.76,1398.4,Alluvial Silt,4.45,26.59,6.7,6.8,4.6,0.241,1,1155,0.122,0,None,0.0
NH-13,Arunachal Pradesh,38.59,1719.6,Alluvial Silt,12.98,45.17,15.9,5.0,9.7,0.84,3,982,0.291,0,None,0.0
